Company Name,Factory Address,Principal Exportable Product
Suad Garments Inds Ltd.,"Plot # 137-146, AEPZ, Siddirgonj
Narayanganj
Narayangonj","Blazer
											 ,Formal Pant											,Bermuda-Short											,Denim & non Denim Jacket"
Subarna Garments Ltd.,"68/V, Sagarica Road (Ground Floor),
Chittagong
Pahartoli","MB Shirts
											 ,Blouses											,Swim Wears											,Bottom"
Sublime Apparels Ltd.,"Shishir Chala, Bagher Bazar
Gazipur
Bhabanipur",Sweater
Sublime Greentex Ltd.,"Gilarchala, Sreepur, Gazipur
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts"
Suborno Bangladesh Ltd.,"Hatimara, Kasimpur
Gazipur
Gazipur Sadar","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
Sufi Apparels Ltd.,"Holding # 75, Plot # 2, DT Road, CDA Market
Chittagong
Dhaka","Jackets
											 ,Shorts											,T-Shirts											,Polo Shirts"
Suhcheon Company (BD) Ltd.,"South Panishail (Opposite of BKSP), Zirani Bazar
Gazipur
Joydevpur",Sweaters
Sujan Apparels Ltd.,"6, Barabi Para, National Universtity
Gazipur
Joydevpur",Sweaters
Suman Fashion Garments Ltd.,"136, Elephant Road, Ananta Plaza (2nd floor)
Dhaka
Elephant Road","Trousers
											 ,Skirts											,Shorts"
Sumi Apparels (Pvt) Ltd.,"A-112 & 113 (West Part), BSCIC I/E
Gazipur
B. Baria","Shirts
											 ,Pants											,Trousers"
N/A,N/A,N/A
N/A,N/A,N/A
Sun Bird Garments Ind. (Pvt.) Ltd.,"42/A, Zigatola (Salek Garden),
Dhaka
Dhanmondi","Shirts
											 ,Ladies Dresses											,Pants"
Sun Cherry Body Fashion MFTY Ltd.,"Holding # E-44, Word # 7, Chandra
Gazipur
Kaliakoir","Brassiers
											 ,Panties											,Camisole"
N/A,N/A,N/A
Sun Fashion Wear Ltd.,"MOJAHER BHBAN (3RD FL) 
222/223 K.B.  ABDUR SATTAR ROAD
AKDERKALLA      
CHITTAGONG
Chittagong
Chittagong","Girls Dresses
											 ,Jackets											,Swim Wears											,Pants"
Sun Garments,"7, Ahsanullah Road (4th Floor), Wiseghat, Islampur
Dhaka
Old Dhaka","Jackets
											 ,Pants											,Trousers											,Shorts"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
Sundry Apparels Ltd.,"190/A, Sk. Mujib Road,
Chittagong
Agargaon","Shirts
											 ,T-Shirts											,Polo Shirts"
Sunflower Garments Ltd.,"103, Dewanhat,
Chittagong
Nasirabad","Bottom
											 ,Jackets											,Swim Wears"
Sung Kwang Sweaters Ltd.,"Ibrahim Tower, Plot # 313-315, Chandona Wareless Gate
Gazipur
Chondona",Sweaters
N/A,N/A,N/A
Sunmoon Bangladesh Ltd.,"Plot # 11, Road # 1, Section # 7, Pallabi
Dhaka
Mirpur","T-Shirts
											 ,Polo Shirts											,Trousers											,Jogging Suits"
Sun-Seeds Apparel Ltd.,"60/Ka, Zoarshara Bazar,
Dhaka
Cantonment","Shirts
											 ,Pants											,Shorts											,Trousers"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
Supasox Ltd.,"Ganak  Bari,
Dhaka
Savar",Socks MLC
N/A,N/A,N/A
N/A,N/A,N/A
Super Knitting & Dyeing Mills. Ltd.,"Supper Knitting Complex, Baizid Bostami Road
Chittagong
Nasirabad I/A","Shirts
											 ,Panties											,Polo Shirts											,T-Shirts"
Super Shine Fashions Ltd.,"58, Shanti Dhara, DN Link Road
Narayanganj
Fatullah","T-Shirts
											 ,Sweat Shirts											,Polo Shirts"
N/A,N/A,N/A
Supershine Apparels Ltd.,"1/1, DIT Road, Hazi Para
Dhaka
Rampura","Jackets
											 ,Trousers											,Shorts"
Supertex Apparels Ltd.,"Dhakhin Khan Road,
Dhaka
Uttara","Wind Breakers
											 ,Overalls											,Pants"
Supertex Designs Ltd.,"B-409/1, Chandona, Joydebpur Road
Gazipur
Joydevpur","Shirts
											 ,Pants"
Supertex Merchandising Co. Ltd.,"Dhakhin Khan Road, Gawire
Dhaka
Uttara","Infants Wears
											 ,Trousers											,Overalls											,Shorts"
Supreme Apparels Ltd.,"54, Shantinagar,
Dhaka
Shantinagar","Shirts
											 ,Jackets											,Trousers"
Supreme Fashion Wear Ltd.,"72, East Testory Bazar,
Dhaka
Dhaka","Jackets
											 ,Pants											,Pajama"
Supreme Knitwear Ltd.,"Plot # 6-10, Adamjee Export Processing Zone
Narayanganj
Adamjee Nagar",Sweaters
Supreme Smartwear Ltd.,"Plot # 1-5, Adamjee EPZ, Adamjee Nagar
Narayanganj
Siddirganj",Pants
Supreme Stitch Ltd.,"West Shaildube, Kashimpur,
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts											,Pant-Short & Long"
Suprov Composite Knit Ltd.,"Vadam, Nishad Nagar,
Gazipur
Tongi","T-Shirts
											 ,Polo Shirts"
Supti Sweater Ltd.,"Hobir Bari, Seed Store
Mymensingh
Valuka",Sweater
Suravee Garments Ltd.,"2-C, Darussalam Road,
Dhaka
Mirpur","Shirts
											 ,Ladies Items"
N/A,N/A,N/A
Surma Apparels Ltd.,"Misco Super Market, 4, Darussalam Road, Section -1
Dhaka
Mirpur","Shortalls
											 ,Pants											,Overalls											,Skirts"
Surma Garments Ltd.,"Aicha, Noadda, Rajashan Road
Dhaka
Savar","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
Susuka Knit Ltd.,"Yusuf Market, Yarpur, Ashulia
Dhaka","T-Shirts
											 ,Polo Shirts											,Tank Top"
Swadeshi Pannya Ltd.,"40/26, Sagariea Road, BSIC Industrial Area
Chittagong
Pahartali","Shirts
											 ,Polo Shirts											,Jogging Suits"
Swagatam Garments Ltd.,"98, Muradpur (4th Floor),
Chittagong","Jackets
											 ,Pants											,Jogging Sets"
Swan Garments (Pvt.) Ltd.,"258, Mollartek,
Dhaka
B. Baria","Trousers
											 ,Shorts											,Jackets											,Skirts"
Swan Jeans Ltd.,"Dag # 35504, Kanchkura,,
Dhaka
Uttarkhan","Trousers
											 ,Pants											,Shorts"
Swan Sweaters Ltd.,"Ahmed Plaza Ambagh Road,
Gazipur
Konabari",Sweaters
Sweater Apparels Ltd.,"Harinchala, Konabari
Gazipur
Joydevpur",Sweaters
Sweater Cottage Ltd.,"Badakal Mesher,
Gazipur
K.B. Bazar","Sweaters
											 ,Pullovers"
N/A,N/A,N/A
Sweater Fashions Ltd.,"Harinchala, Konabari
Gazipur
Joydevpur",Sweaters
N/A,N/A,N/A
Sweater Land Ltd.,"Kalampur Bazar,
Dhaka
Dhamrai",Sweaters
Sweater Manufacturing Co. Ltd.,"10, Ganda,
Dhaka
Savar","Sweaters
											 ,Pullovers											,Cardigans											,Scarf"
Sweater Park Royal Ltd.,"Shampur (Tibbat), Hemayetpur
Dhaka
Savar",Sweater
Sweater Zone Ltd.,"Naoujoor, Tangail Road, Chandona Chowrasta
Gazipur","Sweaters
											 ,Pullovers											,Cardigans"
N/A,N/A,N/A
Sweatertech Ltd.,"Plot # 898, 1351, Gacha Road
Gazipur
Gazipur","Sweaters
											 ,Pullovers											,Cardigans"
Sweet Design (Pvt.) Ltd.,"Mallik Tower, Plot # 13/17, Chiriakhana Road
Dhaka
Mirpur","Shirts
											 ,T-Shirts											,Polo Shirts"
Swiss Schiffli Fashion (BD) Ltd.,"Gakul Nagar, Narayanpur
Narsingdi
Raipura","T-Shirts
											 ,Polo Shirts"
Sydney Fashions Ltd.,"Holding # 15, Baliyara, National University
Gazipur
Gazipur Sadar","Sweaters
											 ,Pullovers											,Cardigans											,Jumpers"
N/A,N/A,N/A
Syed Knit Wears Ltd.,"Ehasn Tower (2nd Floor), 227/B Hafiz Nagar
Chittagong
Bakalia","Fleece Pants
											 ,Panties											,Shorts											,Fleece Jackets"
Syeed Trading,"564, Battali Road,
Chittagong
Enayet Bazar","Shirts
											 ,Dresses"
Symphony Apparels Ltd.,"28/25, Strand Road, Majirghat
Chittagong","Under Wears
											 ,Sleep Wears											,Panties											,Knit Tops"
Synergy Design Fashion (Pvt) Ltd.,"Kalma-1,
Dhaka
Savar","Shirts
											 ,Jackets											,Pants"
Synergy Fashions Ltd.,"Baniarchala (Memberbari), Bhabanipur
Gazipur
Gazipur Sadar",Sweater
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
T.H. Fashions,"45 Free School street (1st floor), Hatirpul
Dhaka
Kawran Bazar","Shirts
											 ,Jackets											,Jogging Suits"
T.J. Sweaters Ltd.,"16/7, Sataish Road, Gazipura
Gazipur
Tongi","Sweaters
											 ,Pullovers											,Cardigans"
N/A,N/A,N/A
T.S.R. Fashion & Design Ltd.,"309, Chalabon, Shah Kabir Mazar Road
Dhaka
Uttara","Sweaters
											 ,Cardigans											,Pullovers											,Jumpers"
Taati Fashion Apparels Ltd.,"Dhaka Norsindi Highway, Vulta
Narayanganj
Narayangonj","T-Shirts
											 ,Pants											,Shorts"
N/A,N/A,N/A
Tabassum Trade International,"Mouchak,
Gazipur
Kaliakoir","T-Shirts
											 ,Polo Shirts"
Tafop Apparels Ltd.,"Plot # 1, 2, 3 (Part), BSCIC I/E, Sagarica Road
Chittagong
Pahartali","Jackets
											 ,Trousers											,Jogging Suits											,Children Wears"
Tahersons Fashions Ltd.,"4700/H, Terminal Connection Rd.,
Chittagong
Chandgaon","T-Shirts
											 ,Polo Shirts"
Tahmina Denim Ltd.,"Sarabo,
Gazipur
Kashimpur","Ladies Pants
											 ,Kids Pants											,Cargo Pants											,Skirts"
Tahmina Knitwear Ltd.,"Sarabo,
Gazipur
Kashimpur","T-Shirts
											 ,Polo Shirts											,Ladies Night Wears											,Shorts"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
Taj Knitting Inds. Ltd.,"Kunia, National University
Gazipur
Joydevpur","T-Shirts
											 ,Polo Shirts											,Jogging Suits"
Tajir Apparels Ltd.,"Tayabpur, Manshi Market, Zirabo, Ashulia
Dhaka
Savar","T-Shirts
											 ,Polo Shirts"
Takwa Dresses Ltd.,"85/6, Gobindapur (Chamurkhan), Uzampur
Dhaka
Dhaka","T-Shirts
											 ,Polo Shirts"
Takwa Fashion (Pvt.) Ltd.,"Fatema Plaza, Angaura, Gouripur
Comilla
Daudkandi","Shirts
											 ,Pants											,T-Shirts"
Talisman Ltd.,"FS SFB # 7 (1st Fl), Plot # 7-10 & 13-16, DEPZ Extension Area
Dhaka
Dhaka","Blouses
											 ,Jackets											,Trousers											,Skirts"
Tamanna Sweater Ltd.,"MC Bazar, Mulaid, Mawana
Gazipur
Sreepur","Sweaters
											 ,Cardigans											,Pullovers											,Sleeveless Vest"
Tamishna Apparels Ltd.,"129-130, Bhadam (4th & 5th Fl), Nishatnagar
Gazipur
Tongi","Sweaters
											 ,Pullovers											,Cardigans"
Tamishna Fashion Wear Ltd.,"Plot # 247, Bhadam, Nishatnagar
Gazipur
Tongi","Sweaters
											 ,Pullovers											,Cardigans											,Knitted Jackets"
Tamizuddin Fashions ltd.,"39, Malibagh Chowdhury Para,
Dhaka
Malibagh","Shirts
											 ,Jackets											,Pants"
Tammam Design Ltd.,"42, Taiyabpur (Pukurpar), Zirabo
Dhaka
Savar",
Tanay Sweater Ltd.,"Hazi  Azij Super Market (2nd - 4th Fl), Golakandail, Bhulta
Narayanganj
Rupganj","Sweaters
											 ,Pullovers											,Cardigans											,Jumpers"
Tanaz Fashions Ltd.,"216, Satish Road, Shamim Complex, Gazipura
Gazipur
Gazipur","Shirt
											 ,Jackets											,Trousers											,Overall"
Tandem Sweaters Ltd.,"Chamurkhan,
Dhaka
Uttara",Sweaters
N/A,N/A,N/A
Tangon Garments Ltd.,"A-100, BSCIC I/E,
Gazipur
Tongi","Jackets
											 ,Overalls											,Cargo Pants											,Long Pants"
Tanhasin Socks Co. Ltd.,"Zirani Bazar, Madhabpur (Purbapara0, 1 No Ward, Zone-5
Gazipur
Gazipur Sadar","T-Shirts
											 ,Polo Shirts"
Tanima Knit Composite Ltd.,"South Dariapur,
Dhaka
Savar","T-Shirts
											 ,Polo Shirts											,Jackets											,Pants"
Tanni Knitwear Ltd.,"4, Momin Road, CDA C/A
Chittagong","T-Shirts
											 ,Panties											,Shorts											,Boxer"
Tanzila Textile Ltd.,"Baroy Para, Ashulia
Dhaka
Savar","T-Shrts
											 ,Polo Shirts											,Tank Tops"
Tanzina Fashion Ltd.,"Bawani Nagar,
Dhaka
Demra",Sweater
Taqwa Fabrics Ltd.,"Kewa, Bohererchala, Gila Beraeed
Gazipur
Sreepur","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
Tarasima Apparels Ltd.,"Village-Golora, PO-Kaitta,
Manikganj
Saturia","Jackets
											 ,Trousers											,Skirts											,Shorts"
Taratex (BD) Ltd.,"Plot # 30, Sataish Road, Gazipura
Gazipur
Tongi","Ladies Shirts
											 ,Polo Shirts											,Kids Items"
Taratex Fashion Ltd.,"6/1,, Noimuddin Mollah Road, Aouchpara
Gazipur
Tongi","T-Shirts
											 ,Polo Shirts"
Target Denim & Casual Wear Ltd.,"Islampur Road, Kadda, Nandun
Gazipur
Joydevpur","Shirts
											 ,Pants"
Target Fine Wear Inds. Ltd.,"Vill-Outpara, Chandona Chowrasta
Gazipur
Joydevpur","Sweaters
											 ,Pullovers											,Cardigans											,Muflers"
Target Fine-Knit Inds Ltd.,"Bashati, Khamergaon,
Mymensingh
B. Baria","Sweaters
											 ,Pullovers											,Cardigans											,Muflers"
Target Sweater Inds. Ltd.,"165, Shadhinata Sarani, North Badda
Dhaka
Badda","Sweaters
											 ,Pullovers											,Muflers											,Cardigans"
Tariq Azim Textile Mills Ltd.,"Plot # 33-36, Road # 4, Sector # 1
Chittagong
CEPZ","Pants
											 ,Shorts"
N/A,N/A,N/A
Tas Knit And Fashion Ltd.,"Ak Tower, 19/02, Tongi Rail Gate
Gazipur
Tongi","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
Tasmia Apparels Ltd.,"23/3, Uttar Adabor, Road # 6
Dhaka
Mohammadpur","Jeans Pants
											 ,Skirts											,Shorts											,Skarts"
Tasniah Fabrics Ltd.,"Nayapara,
Gazipur
Kashimpur","T-Shirts
											 ,Polo Shirts											,Baby Club"
Taurus Styles Ltd.,"Plot # M-1/3 (7th to 8th Floor), Section # 14
Dhaka
Mirpur","Shirts
											 ,Blouses											,Trousers											,Shorts"
Tausif Apparels,"G.P. Ka 15/5 Rasulbagh,
Dhaka
Mohakhali","Shirts
											 ,Jackets											,Pants											,Shorts"
N/A,N/A,N/A
TBH Fashion Tex. (Pvt.) Ltd.,"Kha-10/4, Bepari Para,
Dhaka
Dhaka","Shirts
											 ,Polo Shirts											,Pants											,Jackets"
T-Design KnitWear Ltd.,"Boherarchala,
Gazipur
Sreepur",Sweater
T-Design Ltd.,"Zirabo, Ashulia, Savar
Dhaka
Dhaka","Ladies Wear
											 ,Knitted Men's Wear											,Knitted Children's"
T-Design Sweaters Ltd.,"Nilnagar,
Gazipur
Gazipur","Sweaters
											 ,Pullovers											,Cardigans"
Team Apparels,"Plot # 23 & 24, Sector # 5, Road # 4
Chittagong
CEPZ","Shirts
											 ,Pants"
N/A,N/A,N/A
Teasoon Fashion Ltd.,"1142, North Agrabad, Mistri Para
Chittagong
Agrabad","Jackets
											 ,Swim Shorts											,Pants"
N/A,N/A,N/A
Techno  Fiber Ltd.,"Afiz  Complex, Chowdhurybari, Vogra
Gazipur
Vogra",",T-Shirts											,Pants"
Techno Dress Ltd.,"Munna Complex, 228, Dighirpar
Chittagong
Dewanhat","T-Shirts
											 ,Cargo Pajama											,Cargo Shorts"
Techno Fashion,"1028, Shahor Khilgaon (1st Floor), Malibagh Bazar Road
Dhaka
Khilgaon","Jackets
											 ,Pants											,Shorts											,Jogging Suits"
N/A,N/A,N/A
Teen Age Modern Fashion Ltd.,"Madani Super Market, Hemayetpur
Dhaka
Savar","T-Shirts
											 ,Polo Shirts											,Ladies T-Shirts											,Ladies Bouses"
Tejgaon Textile Mills Ltd.,"402, Tejgaon I/A,
Dhaka
Tejgaon","T-Shirts
											 ,Polo Shirts											,Tank Top											,Legging"
Temacos Fashion Wear Ltd.,"Naoujoor, Tangail Road, Chandona Chowrasta
Gazipur",Shirts
Temakaw Fashion Ltd.,"808/1, Shewrapara, Begum Rokeya Sarani
Dhaka
Dhaka","Jackets
											 ,Bomber											,Down											,Padded"
N/A,N/A,N/A
Tex Asia Ltd.,"Plot # B-16, BSCIC Hosiery I/A
Narayanganj
Siddirgonj","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
Tex Knit International,"Plot # 446/447, Kamarjuri, Board Bazar
Gazipur","T-Shirts
											 ,Polo Shirts											,Ladies Top											,Tank Top"
Tex Tailor Export (BD) Ltd.,"House # 320/3, Word # 02, Nur-Madina Masjid Road, Kawlar  Maddah Para
Dhaka
Dakkhin Khan","T-Shirts
											 ,Polo Shirts"
Tex Tech Co. Ltd.,"Safwan Tower, Sharifpur (Maleker Bari), Khanpara
Gazipur
Gazipur","Jackets
											 ,Pants"
Tex Town Ltd.,"Bararangamtia, Dawan Idris Road, Zirabo
Dhaka
Dhaka","T-Shirts
											 ,Polo Shirts											,Shorts"
N/A,N/A,N/A
Tex Trapper BD Ltd.,"Plot # I-1, I-1/ka (6th floor), Road # 1, Section # 1
Dhaka
Mirpur","Shirts
											 ,Pants											,T-Shirts											,Polo Shirts"
Texas Apparels Ltd.,"B/24/1, Malibagh Chowdhury Para, DIT Road
Dhaka
Malibagh","Polo Shirts
											 ,Trousers											,T-Shirts											,Pants"
Texas Dresses Ltd.,"B-98, Malibagh Chowdhury Para,
Dhaka
Malibagh","T-Shirts
											 ,Polo Shirts											,Trousers											,Fleece"
Texas Fashions,"B/24/A Malibagh Chowdhury Para, DIT Road
Dhaka
Malibagh","Polo Shirts
											 ,Trousers											,T-Shirts											,Fleece"
Texco Fashion Wear Ltd.,"262/1, Ibrahimpur, Kafrul
Dhaka
Kafrul","T-Shirts
											 ,Polo Shirts											,Tank Top"
N/A,N/A,N/A
Texeurop (BD) Ltd.,"Vogra, Joydebpur
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts											,Tank Tops											,Trouser"
Tex-Heart Garments Ltd.,"Hatabo (sukur Market), Birabo
Narayangan
Rupganj","Shirts
											 ,Pants"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
Texolline Apparels Ltd.,"B-26, Shagorica Road, BSCIC I/A
Chittagong
Pahartoli","Trousers
											 ,Shorts											,Pants											,Skirts"
Texport Limited,"52, Shahid Tajuddin Ahmed Sarani (5th Fl), Rasulbag
Dhaka
Mohakhali","Shirts
											 ,Ladies Blouses											,Trousers											,Jackets"
N/A,N/A,N/A
Textil Fashions Ltd.,"Holding # 6/1, Chaydana (Plot # 168), National University
Gazipur
Gazipur Sadar","Shirts
											 ,Ladies Blouses											,Ladies Dresses											,Trousers"
Textile Horizon Ltd.,"House # 516, Barodewra, Road # 1/4/3, Chanditola
Gazipur
Tongi","T-Shirts
											 ,Polo Shirts"
Texvalley Sweater,"67/5A, Kuddus Khalifa Road, Morkun
Gazipur
Tongi",Sweaters
Texville Apparel Ltd.,"Mirer Changao, Ashulia
Dhaka
Dhaka","Shirts
											 ,Pants"
Thai Bangla Imperial Ltd.,"225, Hemayetpur, Singair Road
Dhaka
Savar","Jackets
											 ,Trousers											,Rugby Shirts											,Shorts"
That`s It Knit Ltd.,"145, Norsinghapur,
Dhaka
B. Baria",Sweaters
Thats' It Fashions Ltd.,"241, Tejgaon I/A,
Dhaka
B. Baria","Shirts
											 ,Blouses											,Overalls"
That's It Garments Ltd.,"Nishatnagar,
Gazipur
B. Baria","Shirts
											 ,Overalls											,Pants"
That's It Sports Wear Ltd.,"Plot # 147 &148, Ashulia
Dhaka
B. Baria","Shirts
											 ,Pants											,Overalls"
That's It Sweater Ltd.,"119, 145 East Narasinghpur, Ashulia
Dhaka
B. Baria",Sweater
The Bay Super Textile Mills Ltd.,"24/4, Chamelibag,
Dhaka
Shantinagar","Jackets
											 ,Pants											,Trousers											,Shorts"
N/A,N/A,N/A
The Bottom Collections Ltd.,"Sena Kalyan  Comm. Complex (6th Floor), Plot # 9, Block-F
Gazipur
Tongi","Denim
											 ,Trousers											,Jogging Suits											,Shorts"
N/A,N/A,N/A
The Chittagong Fashion Ltd.,"234/9, Kachukhet,
Dhaka
Cantonment","Blouses
											 ,Trousers											,Night Wears"
The Chittagong Garments Ltd.,"4/1 Sulak Bahar (3rd Floor), Abdul Hamid Road
Chittagong
Panchalaish","Pants
											 ,Shorts"
The Civil Engineers Woven Ltd,"Plot # 8-9, 159-160, Baghbari, Horindhora, Hemayetpur, Savar
Dhaka
Dhaka","Shirts
											 ,Pants											,Jacket											,Shorts"
The Civil Engineers Ltd.,"401/B, Tejgaon I/A,
Dhaka
Dhaka","Shirts
											 ,Jackets											,Pants											,Shorts"
The Civil Engineers Ltd. (Sw Unit),"Telirchala, Mouchak, Kaliakoir
Gazipur
Gazipur","Sweaters
											 ,Pullovers											,Cardigans"
The Cloth & Fashion Ltd.,"1st, 2nd & 3rd floor, Rajaghat, Rajfulbaria
Dhaka
Savar","Pants
											 ,Shorts											,Skirts"
The Dacca Dying Garments Ltd.,"2, New Eskaton Road,
Dhaka
Mogbazar","Shirts
											 ,Polo Shirts"
The Delta Apparels Ltd.,"South Jarun, Kashimpur
Gazipur
Konabari",Knit Items
The Delta Composite Knitting Inds. Ltd.,"Kashimpur,
Gazipur
Konabari",Knitted Garment
The Dress & The Ideas,"Simultola, Jamgora, Ashulia
Dhaka
Savar","Shirts
											 ,Pants											,T-Shirts											,Polo Shirts"
The Exclusive Woven-Knit Wear Ltd.,"55, Mohakhali Plaza (9th Fl),
Dhaka
Mohakhali","T-Shirts
											 ,Polo Shirts"
The Faiyaz Ltd.,"769, Shewrapra, Rokeya Sarani
Dhaka
Dhaka","Shirts
											 ,Blouses											,Jackets											,Trousers"
The Fashion Island Ltd.,"285/1/A, East Rampura,
Dhaka
Rampura","T-Shirts
											 ,Polo Shirts											,Trousers"
The Finery Ltd.,"2/D, Darus Salam Road, Section # 1
Dhaka
Mirpur","Shirts
											 ,Ladies Shirts											,Boys Shirts"
The Heliades Fashion Ltd.,"BSCIC, Plot # B/4, Block-A, Baizid Bostami
Chittagong
Baizid","T-Shirts
											 ,Polo Shirts"
The Immaculate (Pvt.) Ltd.,"C-35, Section # 7,
Dhaka
Mirpur","Ladies Blouse
											 ,T-Shirts											,Golf Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
The Lucky Apparel Int.l (Pte.) Ltd.,"Rifal Club Complex, K.C. Dey Road
Chittagong","Shirts
											 ,Pants											,Skirts											,Shorts"
N/A,N/A,N/A
The Mohammadi Ltd.,"76/Ka, Joar Shahara,
Dhaka
Cantonment","Shirts
											 ,Ladies Shirts											,Boy's Shirts"
The National Apparels Ltd.,"Al-Haj Narul Islam Shopping Complex, Baliara, National University
Gazipur
Gazipur Sadar","Shirts
											 ,Ladies Wears											,Pants											,Fleece Jackets"
The Need Apparels (Pvt.) Ltd.,"154/C, Rajakhali Road, East Bakalia
Chittagong
Chittagong","Shirts
											 ,Pant											,Dress"
The New Delta Apparels Ltd.,"Plot # 6, 8 & 10, Road # 1/A, Turag Housing
Dhaka
Mohammadpur","Shirts
											 ,Pants"
The Overseas Apparels & Embroidery Ltd.,"Khawaja Complex, CB-234/9, Kachukhet
Dhaka
Cantonment","Shirts
											 ,Ladies Shirts											,Boys Shirts"
N/A,N/A,N/A
The Rose Dresses Ltd.,"Jamgara, Diakhali, Yearpur
Dhaka
Savar","Shirts
											 ,Trousers											,Blouses											,Nightwears"
The Rose Garments Designer Ltd.,"Dakhin Khan Bazar,
Dhaka","Shirts
											 ,Jackets											,Pants"
The Shanin Clothing Ltd.,"33, Lalit Mohandas Lane, RDR Complex
Dhaka
Lalbagh","Shirts
											 ,Gir's Shirts											,Boy's Shirts"
The Shanin Corporation Ltd.,"12/1, Hossain Uddin Khan 1st Lane, Lalbag, Nabanganj
Dhaka
Lalbagh","Shirts
											 ,Gir's Shirts											,Boy's Shirts"
The Shanin Ltd.,"964, Shewrapara, Begum Rokeya Sarani
Dhaka
Mirpur","Pants
											 ,Trousers"
The Silver Garments Bangladesh Ltd.,"Diakhali, Yarpur, Jamgora, Ashulia
Dhaka
Savar","Shirts
											 ,Blouses											,Night Wears"
N/A,N/A,N/A
N/A,N/A,N/A
The Well-Tex Ltd.,"Milaid, Mowna,
Gazipur
Sreepur","Shirts
											 ,Pants											,Jackets											,Trousers"
The Yolk Designs Ltd.,"67, Chowdhury Para, Purbo Hajipara
Dhaka
Malibagh","Shirts
											 ,Blouses											,Shorts"
The Yolk Garments Ltd.,"10 North Madartek, Basabo, Sabujbag
Dhaka
Dhaka","Shirts
											 ,Trousers											,Jackets"
Thina Sweaters Ltd.,"Dager Chala, P.O: National University, Chaydana, Joydebpur
Gazipur",Sweaters
N/A,N/A,N/A
Tian Knitwear Ltd.,"Plot # 27, Dailla Naraibag,
Dhaka
Demra","T-Shirts
											 ,Polo Shirts"
Tiffiny's Wear Ltd.,"Deowalia Bari,
Gazipur
Konabari","Jackets
											 ,Trousers											,Shorts											,Pants"
Tillottama Fashions Ltd.,"Hortokitola, Attabaho, Chandra
Gazipur
Kaliakoir","T-Shirts
											 ,Polo Shirts											,Nightwears											,Singlet"
N/A,N/A,N/A
Tina Knittings Ltd.,"Chairman Market, Dhakhin Khan Bazar,
Dhaka
Uttara","Shirts
											 ,Ladies items											,Jackets											,Pants"
Tinab Fashions Ltd.,"G.P. KA-15/5, Rasulbagh,
Dhaka
Mohakhali","Shirts
											 ,Jackets											,Pants											,Shorts"
Tip Top Fashions Ltd.,"Plot # I/1, Block - E, Avenue # 1, Section # 11
Dhaka
Mirpur","Shirts
											 ,Jackets											,Shorts											,Pants"
Tishanu Apparels Ltd.,"House # 262/1 (6th Fl), Uttar Ibrahimpur
Dhaka
Kafrul","Shirts
											 ,Pants"
N/A,N/A,N/A
Titas Sportswear Industries Ltd.,"Plot # 7-20, Sector # 3
Chittagong
CEPZ","Jackets
											 ,Trousers											,Rain Wears											,Down Vests"
Titas Sweater Inds. Ltd.,"Kashimpur Road,
Gazipur
Gazipur","Cardigans
											 ,Pullovers											,Jersey											,Hat"
Titash Garments International Ltd.,"House # 79, Block - C, Bir Uttam Ziaur Rahman Sarak
Dhaka
Banani","Shirts
											 ,Blouses											,Trousers"
Tivoli Apparels Ltd.,"Plot # A/102, BSCIC, I/A
Gazipur
Gazipur","Ladies Shirts
											 ,Denim Trousers											,T-Shirts											,Polo Shirts"
TM Designers Ltd.,"Jobeda Tower (2nd floor), Chandona Chowrasta
Gazipur
Gazipur","Trousers
											 ,Shorts											,Skirts											,Dresses"
TM Fashions Ltd.,"Haji Ismail Chowdhury Bhaban, Chandana Chowrasta
Gazipur
Gazipur","Pant
											 ,Short											,Jacket											,Skirts"
TM Textiles & Garments Ltd.,"Vill-Kashore, Word # 6, Hobirbari
Mymensingh
Valuka","T-Shirts
											 ,Polo Shirts											,Tank Top"
T-Mart Computerised Sweater Ltd.,"139/B, Senpara, Parbota
Dhaka
Mirpur-10",MGBLJacquard Sweater
N/A,N/A,N/A
TMF Clothing Ltd.,"195, Jamgora, Ashulia Road
Dhaka
Savar","T-Shirts
											 ,Polo Shirts											,Jackets											,Trousers"
TMS Fashions Ltd,"25/2, Shah Ali Bagh,
Dhaka
B. Baria","Shirts
											 ,Pants"
TNZ Apparels Ltd.,"Sha - 74, North Badda,
Dhaka
Badda","Shirts
											 ,Pants											,Trousers											,Shorts"
